Protein_1	Protein_2	Type	Score
NP_012924.2	NP_015499.1	binding	851
NP_012472.1	NP_014013.1	binding	321
NP_011605.1	NP_012535.3	binding	336
NP_010406.3	NP_010461.3	binding	260
NP_012988.1	NP_015203.1	binding	818
NP_010133.1	NP_011661.2	binding	910
NP_011903.1	NP_015141.1	binding	748
NP_010611.3	NP_013323.1	binding	985
NP_010748.3	NP_012528.1	binding	965
NP_010236.1	NP_013198.1	binding	645
NP_009469.2	NP_012504.3	binding	905
NP_009841.1	NP_010326.1	binding	670
NP_116665.1	NP_014904.3	binding	985
NP_012599.3	NP_012912.1	binding	985
NP_012540.3	NP_012951.1	binding	968
NP_009919.3	NP_015323.1	binding	982
NP_009370.1	NP_014154.1	binding	307
NP_010413.3	NP_014980.3	binding	190
NP_011634.1	NP_013451.1	binding	665
NP_012466.1	NP_014267.1	binding	962
NP_009984.1	NP_010128.1	binding	985
NP_009984.1	NP_010626.1	binding	967
NP_009712.1	NP_015516.1	binding	966
NP_009810.3	NP_011372.3	binding	506
NP_011604.3	NP_015107.1	binding	985
NP_012035.1	NP_012332.1	binding	776
NP_009712.1	NP_011762.1	binding	927
NP_012395.1	NP_014286.1	binding	361
NP_009469.2	NP_012903.1	binding	998
NP_013670.1	NP_013739.1	binding	918
NP_010761.3	NP_013317.1	binding	345
NP_015089.1	NP_015348.1	binding	845
NP_013201.1	NP_013728.1	binding	294
NP_010223.1	NP_014434.1	binding	270
NP_011523.3	NP_012725.1	binding	940
NP_011053.1	NP_013617.1	binding	785
NP_011092.1	NP_011568.3	binding	195
NP_011382.1	NP_012569.1	binding	199
NP_010128.1	NP_012949.1	binding	513
NP_012883.1	NP_015499.1	binding	862
NP_011302.1	NP_011674.3	binding	284
NP_010232.1	NP_014802.3	binding	193
NP_009351.1	NP_011596.1	binding	824
NP_014508.1	NP_014649.1	binding	183
NP_013095.1	NP_014268.1	binding	902
NP_009810.3	NP_013811.1	binding	240
NP_009917.1	NP_015069.1	binding	940
NP_010326.1	NP_015366.1	binding	172
NP_012526.1	NP_013360.1	binding	264
NP_012273.1	NP_014860.1	binding	915
NP_011668.3	NP_015502.1	binding	187
NP_009365.1	NP_014214.1	binding	294
NP_116654.1	NP_015057.1	binding	908
NP_009813.1	NP_013309.1	binding	941
NP_009551.2	NP_015437.1	binding	910
NP_009723.3	NP_010610.3	binding	165
NP_009712.1	NP_011445.1	binding	985
NP_012018.1	NP_012346.1	binding	190
NP_014003.1	NP_014991.1	binding	224
NP_011762.1	NP_015516.1	binding	911
NP_015064.1	NP_015354.1	binding	985
NP_011416.3	NP_012040.1	binding	808
NP_009806.3	NP_012779.1	binding	985
NP_015261.1	NP_015489.1	binding	197
NP_011639.3	NP_012424.1	binding	171
NP_009872.1	NP_014788.1	binding	900
NP_014324.3	NP_015469.1	binding	321
NP_010133.1	NP_014221.3	binding	900
NP_012273.1	NP_015158.1	binding	497
NP_013847.1	NP_014091.1	binding	900
NP_012524.3	NP_015057.1	binding	912
NP_011762.1	NP_015203.1	binding	361
NP_010626.1	NP_014262.3	binding	247
NP_009621.3	NP_009990.1	binding	905
NP_010066.1	NP_012150.1	binding	192
NP_012039.1	NP_013103.1	binding	900
NP_009712.1	NP_013105.1	binding	947
NP_010280.1	NP_012655.3	binding	985
NP_010372.3	NP_014451.1	binding	900
NP_014132.1	NP_015438.1	binding	636
NP_010917.3	NP_012989.3	binding	749
NP_010512.1	NP_013677.1	binding	888
NP_012749.1	NP_015469.1	binding	950
NP_116665.1	NP_012533.1	binding	985
NP_010326.1	NP_015081.1	binding	365
NP_010578.3	NP_012018.1	binding	155
NP_011486.1	NP_013109.1	binding	900
NP_014289.1	NP_014224.2	binding	787
NP_012175.1	NP_013811.1	binding	985
NP_010914.3	NP_013869.1	binding	979
NP_012035.1	NP_013502.3	binding	177
NP_009595.1	NP_009685.3	binding	957
NP_012584.3	NP_012728.1	binding	263
NP_011309.1	NP_012725.1	binding	190
NP_014091.1	NP_015199.1	binding	900
NP_009841.1	NP_014434.1	binding	670
NP_010254.1	NP_015111.1	binding	985
NP_012035.1	NP_015489.1	binding	252
NP_011848.1	NP_014093.1	binding	296
NP_012916.1	NP_012749.1	binding	900
NP_012655.3	NP_013552.3	binding	911
NP_116654.1	NP_014017.1	binding	955
NP_116656.1	NP_014565.2	binding	900
NP_010055.1	NP_116709.3	binding	909
NP_010115.1	NP_014286.1	binding	235
NP_010310.1	NP_013924.1	binding	649
NP_009929.1	NP_011736.1	binding	772
NP_012823.2	NP_014930.1	binding	982
NP_010888.1	NP_012018.1	binding	985
NP_010133.1	NP_011604.3	binding	985
NP_010772.1	NP_014624.1	binding	637
NP_011997.1	NP_012202.1	binding	378
NP_009975.1	NP_013544.1	binding	951
NP_012243.3	NP_014837.1	binding	985
NP_009685.3	NP_012655.3	binding	945
NP_012122.3	NP_014608.1	binding	297
NP_011859.1	NP_014619.1	binding	474
NP_011392.1	NP_012779.1	binding	715
NP_012578.3	NP_014512.1	binding	900
NP_010296.3	NP_014138.1	binding	928
NP_009984.1	NP_014849.3	binding	895
NP_013093.1	NP_014565.2	binding	900
NP_010310.1	NP_013363.1	binding	792
NP_009810.3	NP_012767.1	binding	905
NP_011848.1	NP_014830.1	binding	293
NP_010704.1	NP_013064.1	binding	989
NP_012540.3	NP_014003.1	binding	224
NP_010524.3	NP_015315.1	binding	985
NP_010447.3	NP_013379.1	binding	424
NP_012123.1	NP_014837.1	binding	947
NP_010136.1	NP_010704.1	binding	172
NP_011586.1	NP_012845.1	binding	288
NP_011437.3	NP_013066.1	binding	901
NP_010611.3	NP_014091.1	binding	900
NP_010748.3	NP_014867.1	binding	900
NP_014712.2	NP_015129.1	binding	150
NP_011956.1	NP_012018.1	binding	325
NP_116665.1	NP_011651.3	binding	985
NP_009935.1	NP_010255.1	binding	489
NP_012039.1	NP_015313.1	binding	900
NP_014785.3	NP_014830.1	binding	290
NP_011651.3	NP_014904.3	binding	985
NP_012949.1	NP_013811.1	binding	513
NP_011734.3	NP_012201.1	binding	664
NP_010748.3	NP_015350.1	binding	997
NP_010413.3	NP_013309.1	binding	985
NP_009595.1	NP_012655.3	binding	985
NP_011037.3	NP_012411.1	binding	985
NP_010770.3	NP_014382.1	binding	216
NP_013811.1	NP_015199.1	binding	985
NP_012148.1	NP_012831.1	binding	158
NP_013846.1	NP_014149.1	binding	198
NP_014093.1	NP_015107.1	binding	274
NP_116708.1	NP_015433.1	binding	985
NP_015203.1	NP_015435.1	binding	695
NP_014017.1	NP_014689.1	binding	910
NP_012540.3	NP_014155.1	binding	910
NP_010624.3	NP_013918.1	binding	301
NP_011504.3	NP_012777.1	binding	985
NP_014689.1	NP_015156.1	binding	900
NP_011726.1	NP_012472.1	binding	236
NP_010186.1	NP_014902.3	binding	985
NP_010406.3	NP_011382.1	binding	766
NP_014154.1	NP_015174.1	binding	424
NP_013703.1	NP_014286.1	binding	361
NP_009370.1	NP_011605.1	binding	307
NP_010652.3	NP_014802.3	binding	905
NP_010877.3	NP_015381.1	binding	940
NP_010914.3	NP_014728.1	binding	979
NP_012903.1	NP_014244.1	binding	307
NP_011451.1	NP_014281.1	binding	237
NP_010877.3	NP_011774.1	binding	937
NP_013736.1	NP_013793.1	binding	646
NP_009370.1	NP_011437.3	binding	269
NP_010345.3	NP_013378.1	binding	729
NP_010784.1	NP_014289.1	binding	900
NP_010682.3	NP_014800.3	binding	985
NP_116710.1	NP_015433.1	binding	985
NP_009813.1	NP_116615.1	binding	965
NP_010693.3	NP_011392.1	binding	269
NP_010585.3	NP_014633.1	binding	900
NP_116710.1	NP_011504.3	binding	985
NP_015057.1	NP_015437.1	binding	900
NP_010524.3	NP_013309.1	binding	768
NP_010942.1	NP_015006.3	binding	989
NP_011344.1	NP_012845.1	binding	925
NP_013618.1	NP_014045.1	binding	985
NP_010326.1	NP_013602.1	binding	365
NP_010863.1	NP_012843.1	binding	988
NP_010451.3	NP_013611.1	binding	985
NP_010587.1	NP_012864.1	binding	951
NP_010436.3	NP_011689.1	binding	808
NP_011671.3	NP_013406.1	binding	371
NP_012202.1	NP_014784.1	binding	280
NP_011308.1	NP_013522.1	binding	914
NP_011018.1	NP_013784.1	binding	727
NP_116636.1	NP_015261.1	binding	337
NP_116660.1	NP_013064.1	binding	185
NP_009975.1	NP_011372.3	binding	574
NP_009793.1	NP_011997.1	binding	424
NP_010460.1	NP_011447.1	binding	435
NP_116615.1	NP_013370.1	binding	963
NP_010877.3	NP_011392.1	binding	224
NP_012916.1	NP_013764.1	binding	915
NP_013935.1	NP_014441.1	binding	342
NP_013007.1	NP_014451.1	binding	910
NP_010206.1	NP_011391.2	binding	808
NP_015006.3	NP_015324.1	binding	698
NP_012122.3	NP_012569.1	binding	624
NP_011386.2	NP_011335.1	binding	609
NP_009929.1	NP_014393.1	binding	954
NP_013697.1	NP_014986.3	binding	198
NP_009810.3	NP_014192.1	binding	269
NP_009984.1	NP_014267.1	binding	975
NP_012420.1	NP_012674.1	binding	720
NP_010784.1	NP_015341.1	binding	900
NP_009617.3	NP_013986.1	binding	808
NP_010748.3	NP_015317.1	binding	361
NP_013617.1	NP_014930.1	binding	982
NP_015350.1	NP_015494.1	binding	247
NP_013341.1	NP_015147.1	binding	256
NP_013642.1	NP_015344.1	binding	900
NP_010917.3	NP_015113.1	binding	910
NP_011979.1	NP_015176.1	binding	288
NP_116659.1	NP_014149.1	binding	656
NP_010065.2	NP_011568.3	binding	296
NP_010877.3	NP_014587.1	binding	242
NP_011604.3	NP_012039.1	binding	956
NP_010784.1	NP_014849.3	binding	900
NP_010715.3	NP_010938.1	binding	985
NP_012190.1	NP_014904.3	binding	985
NP_012288.1	NP_013657.1	binding	900
NP_009469.2	NP_010462.3	binding	219
NP_116664.1	NP_011320.3	binding	815
NP_011780.3	NP_014609.1	binding	156
NP_010161.1	NP_010461.3	binding	252
NP_011523.3	NP_013179.1	binding	952
NP_010760.3	NP_014758.3	binding	985
NP_010748.3	NP_011098.3	binding	997
NP_010748.3	NP_011472.1	binding	901
NP_013376.1	NP_015344.1	binding	985
NP_012532.3	NP_012346.1	binding	522
NP_013105.1	NP_014264.1	binding	808
NP_012040.1	NP_015341.1	binding	900
NP_011617.1	NP_012292.3	binding	900
NP_009975.1	NP_013918.1	binding	762
NP_011568.3	NP_011859.1	binding	211
NP_010339.1	NP_012036.1	binding	465
NP_014609.1	NP_015081.1	binding	321
NP_009810.3	NP_011576.1	binding	574
NP_011504.3	NP_014800.3	binding	985
NP_010304.3	NP_014040.1	binding	911
NP_013093.1	NP_015232.1	binding	910
NP_013602.1	NP_014214.1	binding	338
NP_014315.1	NP_014579.1	binding	213
NP_010877.3	NP_013521.3	binding	272
NP_011651.3	NP_014045.1	binding	985
NP_011956.1	NP_015463.1	binding	361
NP_011504.3	NP_013618.1	binding	985
NP_011386.2	NP_015312.1	binding	983
NP_010254.1	NP_013248.1	binding	942
NP_011472.1	NP_013105.1	binding	941
NP_009551.2	NP_014930.1	binding	963
NP_013198.1	NP_013456.1	binding	900
NP_010784.1	NP_116654.1	binding	610
NP_011661.2	NP_012524.3	binding	900
NP_011848.1	NP_012346.1	binding	985
NP_010254.1	NP_012728.1	binding	223
NP_009712.1	NP_013633.1	binding	905
NP_013341.1	NP_015358.1	binding	192
NP_010646.4	NP_015348.1	binding	905
NP_010339.1	NP_011026.3	binding	272
NP_012524.3	NP_014930.1	binding	914
NP_010345.3	NP_013847.1	binding	720
NP_010304.3	NP_015174.1	binding	729
NP_012175.1	NP_013847.1	binding	985
NP_011726.1	NP_013956.1	binding	154
NP_010737.1	NP_012535.3	binding	985
NP_012270.1	NP_015419.1	binding	908
NP_009990.1	NP_013633.1	binding	574
NP_009694.3	NP_012461.1	binding	311
NP_010888.1	NP_011092.1	binding	163
NP_010401.1	NP_011392.1	binding	296
NP_010223.1	NP_012018.1	binding	923
NP_011613.3	NP_015089.1	binding	951
NP_013513.3	NP_014091.1	binding	947
NP_009530.1	NP_013763.1	binding	910
NP_010406.3	NP_010748.3	binding	323
NP_009351.1	NP_013095.1	binding	906
NP_116654.1	NP_014930.1	binding	981
NP_011392.1	NP_014393.1	binding	365
NP_116654.1	NP_015107.1	binding	911
NP_009637.1	NP_010461.3	binding	954
NP_013522.1	NP_014292.3	binding	153
NP_013633.1	NP_014867.1	binding	901
NP_012532.3	NP_013109.1	binding	183
NP_011098.3	NP_015335.1	binding	213
NP_010674.3	NP_013824.1	binding	252
NP_012035.1	NP_013317.1	binding	337
NP_010626.1	NP_011344.1	binding	959
NP_013125.1	NP_015241.1	binding	578
NP_010304.3	NP_013633.1	binding	224
NP_011903.1	NP_015425.1	binding	645
NP_010917.3	NP_015341.1	binding	901
NP_012466.1	NP_013230.1	binding	985
NP_011321.1	NP_015348.1	binding	951
NP_014853.3	NP_014985.1	binding	956
NP_014767.3	NP_014986.3	binding	185
NP_009929.1	NP_011386.2	binding	761
NP_010281.1	NP_013187.1	binding	321
NP_012548.1	NP_013866.1	binding	235
NP_011296.1	NP_014268.1	binding	720
NP_010946.3	NP_014015.1	binding	985
NP_116665.1	NP_011467.1	binding	985
NP_009723.3	NP_015315.1	binding	163
NP_013218.1	NP_013248.1	binding	985
NP_013370.1	NP_014718.1	binding	982
NP_012270.1	NP_015111.1	binding	927
NP_014853.3	NP_015317.1	binding	269
NP_012472.1	NP_014214.1	binding	879
NP_010597.3	NP_011519.3	binding	901
NP_013918.1	NP_014214.1	binding	338
NP_010186.1	NP_011517.1	binding	338
NP_010447.3	NP_015489.1	binding	211
NP_010326.1	NP_012540.3	binding	361
NP_013309.1	NP_013370.1	binding	968
NP_010326.1	NP_014904.3	binding	232
NP_010345.3	NP_013727.1	binding	741
NP_010872.1	NP_010920.3	binding	750
NP_011634.1	NP_013309.1	binding	829
NP_010888.1	NP_010946.3	binding	985
NP_009810.3	NP_014003.1	binding	224
NP_010888.1	NP_116636.1	binding	985
NP_011956.1	NP_012916.1	binding	909
NP_009551.2	NP_010626.1	binding	910
NP_010578.3	NP_012768.1	binding	963
NP_011386.2	NP_012923.3	binding	965
NP_009700.1	NP_010345.3	binding	698
NP_011437.3	NP_014689.1	binding	910
NP_012524.3	NP_015437.1	binding	910
NP_013298.1	NP_015513.1	binding	338
NP_010877.3	NP_014192.1	binding	196
NP_010524.3	NP_116709.3	binding	985
NP_011777.3	NP_015064.1	binding	869
NP_012809.1	NP_014547.1	binding	985
NP_009984.1	NP_014788.1	binding	933
NP_010055.1	NP_011309.1	binding	293
NP_009992.1	NP_014547.1	binding	910
NP_011037.3	NP_116636.1	binding	985
NP_014800.3	NP_014904.3	binding	985
NP_009370.1	NP_013847.1	binding	269
NP_011736.1	NP_013737.1	binding	772
NP_011053.1	NP_012426.1	binding	794
NP_009990.1	NP_010529.3	binding	433
NP_011437.3	NP_014436.1	binding	949
NP_010953.1	NP_012040.1	binding	900
NP_009827.3	NP_014434.1	binding	713
NP_009530.1	NP_011314.2	binding	995
NP_014217.1	NP_015341.1	binding	729
NP_010695.1	NP_116615.1	binding	669
NP_010551.1	NP_013670.1	binding	923
NP_009351.1	NP_011296.1	binding	864
NP_009929.1	NP_015312.1	binding	879
NP_009694.3	NP_010281.1	binding	198
NP_013007.1	NP_013102.1	binding	900
NP_012523.2	NP_015513.1	binding	972
NP_011523.3	NP_014357.1	binding	424
NP_011736.1	NP_012727.1	binding	574
NP_116684.3	NP_012122.3	binding	175
NP_011577.3	NP_014986.3	binding	336
NP_012949.1	NP_013323.1	binding	513
NP_009872.1	NP_012426.1	binding	967
NP_013544.1	NP_014830.1	binding	576
NP_011777.3	NP_014112.1	binding	319
NP_011467.1	NP_012070.3	binding	985
NP_009723.3	NP_012530.1	binding	424
NP_010888.1	NP_013811.1	binding	968
NP_116684.3	NP_012504.3	binding	426
NP_010330.1	NP_015381.1	binding	319
NP_011833.1	NP_012070.3	binding	734
NP_010414.3	NP_014900.3	binding	250
NP_014003.1	NP_014040.1	binding	264
NP_009984.1	NP_013764.1	binding	982
NP_012018.1	NP_014930.1	binding	963
NP_013482.1	NP_013869.1	binding	351
NP_011859.1	NP_012173.3	binding	905
NP_014217.1	NP_015463.1	binding	234
NP_010532.3	NP_010695.1	binding	982
NP_010223.1	NP_015470.1	binding	951
NP_010345.3	NP_013764.1	binding	937
NP_010682.3	NP_015433.1	binding	985
NP_009637.1	NP_012024.1	binding	150
NP_010524.3	NP_014315.1	binding	202
NP_009984.1	NP_013847.1	binding	985
NP_009810.3	NP_010460.1	binding	982
NP_011586.1	NP_014015.1	binding	307
NP_014017.1	NP_014849.3	binding	900
NP_012445.1	NP_015344.1	binding	800
NP_010223.1	NP_012916.1	binding	273
NP_011467.1	NP_014904.3	binding	985
NP_014003.1	NP_014508.1	binding	224
NP_011519.3	NP_015262.1	binding	246
NP_010737.1	NP_014930.1	binding	941
NP_013341.1	NP_014011.1	binding	215
NP_009929.1	NP_013956.1	binding	342
NP_009667.1	NP_010742.1	binding	926
NP_010330.1	NP_011702.1	binding	319
NP_009637.1	NP_014896.3	binding	307
NP_012201.1	NP_013363.1	binding	384
NP_116665.1	NP_015428.1	binding	977
NP_011617.1	NP_014289.1	binding	900
NP_010626.1	NP_015107.1	binding	967
NP_011848.1	NP_013918.1	binding	301
NP_010128.1	NP_010888.1	binding	967
NP_011734.3	NP_013109.1	binding	900
NP_012501.1	NP_014324.3	binding	749
NP_011437.3	NP_013102.1	binding	900
NP_010186.1	NP_012533.1	binding	985
NP_012925.3	NP_014931.3	binding	269
NP_011661.2	NP_013727.1	binding	928
NP_011020.3	NP_012259.3	binding	928
NP_011651.3	NP_015007.1	binding	985
NP_010585.3	NP_012426.1	binding	910
NP_011562.1	NP_012724.1	binding	248
NP_013879.1	NP_014192.1	binding	272
NP_013179.1	NP_013500.3	binding	319
NP_009827.3	NP_015141.1	binding	674
NP_014151.1	NP_014853.3	binding	940
NP_014017.1	NP_015437.1	binding	910
NP_116708.1	NP_012070.3	binding	985
NP_010326.1	NP_014262.3	binding	928
NP_013341.1	NP_013846.1	binding	156
NP_010602.3	NP_013597.1	binding	288
NP_009872.1	NP_011392.1	binding	922
NP_010232.1	NP_013967.1	binding	244
NP_012018.1	NP_014393.1	binding	235
NP_012017.1	NP_014393.1	binding	338
NP_013103.1	NP_013513.3	binding	908
NP_010524.3	NP_010606.1	binding	210
NP_009530.1	NP_011308.1	binding	900
NP_014217.1	NP_014980.3	binding	190
NP_009827.3	NP_010693.3	binding	879
NP_010313.3	NP_015350.1	binding	901
NP_011053.1	NP_015463.1	binding	951
NP_012897.3	NP_014853.3	binding	966
NP_010402.3	NP_014262.3	binding	229
NP_011519.3	NP_015335.1	binding	336
NP_009551.2	NP_011604.3	binding	985
NP_010652.3	NP_011437.3	binding	250
NP_011892.1	NP_012259.3	binding	978
NP_009404.1	NP_011314.2	binding	985
NP_010514.3	NP_011586.1	binding	194
NP_009723.3	NP_013363.1	binding	602
NP_014262.3	NP_014093.1	binding	928
NP_011547.3	NP_013108.1	binding	952
NP_015203.1	NP_015350.1	binding	985
NP_012524.3	NP_012779.1	binding	928
NP_010541.3	NP_013854.1	binding	955
NP_009469.2	NP_013228.1	binding	998
NP_012505.1	NP_014357.1	binding	818
NP_011445.1	NP_012988.1	binding	818
NP_011950.1	NP_012056.1	binding	300
NP_011392.1	NP_011386.2	binding	361
NP_009392.2	NP_015089.1	binding	606
NP_011661.2	NP_013847.1	binding	900
NP_010365.3	NP_015129.1	binding	604
NP_010676.1	NP_011777.3	binding	197
NP_013175.1	NP_015156.1	binding	900
NP_010621.1	NP_014784.1	binding	901
NP_010888.1	NP_012346.1	binding	163
NP_012569.1	NP_013714.1	binding	286
NP_012569.1	NP_013714.1	binding	305
NP_011519.3	NP_012865.1	binding	985
NP_013175.1	NP_014849.3	binding	926
NP_009872.1	NP_014017.1	binding	910
NP_010413.3	NP_011075.3	binding	280
NP_009365.1	NP_015006.3	binding	928
NP_012154.1	NP_012445.1	binding	232
NP_009645.1	NP_009992.1	binding	978
NP_010784.1	NP_014451.1	binding	900
NP_012395.1	NP_013611.1	binding	922
NP_012018.1	NP_012501.1	binding	749
NP_012865.1	NP_014867.1	binding	985
NP_010498.1	NP_014663.1	binding	267
NP_013451.1	NP_015147.1	binding	808
NP_010065.2	NP_010717.1	binding	304
NP_009551.2	NP_015199.1	binding	985
NP_010065.2	NP_012548.1	binding	238
NP_010737.1	NP_011956.1	binding	361
NP_010514.3	NP_012913.3	binding	239
NP_010888.1	NP_013847.1	binding	908
NP_010281.1	NP_012461.1	binding	996
NP_010117.1	NP_012602.3	binding	985
NP_010661.3	NP_011309.1	binding	197
NP_010460.1	NP_014393.1	binding	761
NP_010757.3	NP_015187.1	binding	905
NP_009645.1	NP_014551.1	binding	985
NP_014837.1	NP_015335.1	binding	336
NP_012655.3	NP_014084.1	binding	504
NP_011523.3	NP_011832.1	binding	940
NP_009635.1	NP_011568.3	binding	361
NP_014286.1	NP_015513.1	binding	985
NP_011596.1	NP_013930.1	binding	982
NP_011711.3	NP_014499.2	binding	985
NP_010942.1	NP_011848.1	binding	985
NP_009551.2	NP_012426.1	binding	985
NP_010748.3	NP_011089.4	binding	903
NP_010682.3	NP_010877.3	binding	737
NP_009404.1	NP_014547.1	binding	522
NP_009404.1	NP_014547.1	binding	963
NP_116641.1	NP_014292.3	binding	900
NP_011516.1	NP_015348.1	binding	971
NP_013602.1	NP_014609.1	binding	321
NP_010133.1	NP_013230.1	binding	985
NP_009621.3	NP_011645.3	binding	939
NP_010585.3	NP_011617.1	binding	900
NP_012778.1	NP_015317.1	binding	245
NP_116656.1	NP_011956.1	binding	900
NP_010460.1	NP_011335.1	binding	621
NP_009810.3	NP_015107.1	binding	214
NP_010401.1	NP_015312.1	binding	710
NP_011577.3	NP_014286.1	binding	361
NP_116654.1	NP_013093.1	binding	896
NP_010255.1	NP_012202.1	binding	982
NP_010660.1	NP_012710.1	binding	493
NP_010345.3	NP_011617.1	binding	928
NP_011617.1	NP_015282.1	binding	900
NP_011516.1	NP_012599.3	binding	225
NP_010585.3	NP_011604.3	binding	900
NP_013918.1	NP_014393.1	binding	428
NP_010451.3	NP_013156.1	binding	902
NP_011344.1	NP_012949.1	binding	513
NP_009872.1	NP_014262.3	binding	278
NP_010514.3	NP_014015.1	binding	256
NP_116650.1	NP_015015.1	binding	590
NP_012727.1	NP_014434.1	binding	195
NP_009635.1	NP_014155.1	binding	965
NP_011716.3	NP_012812.1	binding	819
NP_011956.1	NP_013323.1	binding	361
NP_010373.3	NP_015147.1	binding	378
NP_010055.1	NP_014112.1	binding	949
NP_010064.1	NP_012431.1	binding	284
NP_009796.1	NP_014382.1	binding	193
NP_010646.4	NP_014292.3	binding	902
NP_013230.1	NP_015437.1	binding	931
NP_014286.1	NP_015147.1	binding	181
NP_010232.1	NP_011645.3	binding	199
NP_009530.1	NP_014126.1	binding	900
NP_011092.1	NP_015489.1	binding	896
NP_010611.3	NP_013764.1	binding	900
NP_011762.1	NP_012523.2	binding	920
NP_010064.1	NP_014414.3	binding	846
NP_010253.2	NP_011956.1	binding	910
NP_011711.3	NP_011949.1	binding	676
NP_011472.1	NP_015516.1	binding	230
NP_010253.2	NP_014289.1	binding	900
NP_012426.1	NP_015282.1	binding	565
NP_012158.1	NP_013869.1	binding	662
NP_013093.1	NP_014338.3	binding	908
NP_012124.1	NP_014670.1	binding	499
NP_011089.4	NP_012586.1	binding	928
NP_011631.1	NP_015203.1	binding	702
NP_011568.3	NP_014155.1	binding	177
NP_011472.1	NP_012523.2	binding	263
NP_010606.1	NP_012850.1	binding	449
NP_010682.3	NP_014045.1	binding	985
NP_010079.1	NP_010578.3	binding	275
NP_013204.1	NP_015344.1	binding	989
NP_011576.1	NP_013737.1	binding	260
NP_012845.1	NP_013811.1	binding	925
NP_012809.1	NP_014149.1	binding	234
NP_012823.2	NP_014324.3	binding	985
NP_013109.1	NP_015156.1	binding	900
NP_011075.3	NP_013697.1	binding	985
NP_009816.1	NP_013246.1	binding	968
NP_011890.1	NP_014016.1	binding	243
NP_014015.1	NP_015261.1	binding	337
NP_011053.1	NP_012823.2	binding	776
NP_010715.3	NP_011020.3	binding	985
NP_012466.1	NP_012535.3	binding	985
NP_011053.1	NP_012175.1	binding	810
NP_010938.1	NP_014685.1	binding	197
NP_013879.1	NP_014619.1	binding	288
NP_009810.3	NP_011386.2	binding	985
NP_010451.3	NP_014132.1	binding	187
NP_009637.1	NP_011987.1	binding	448
