Protein	GO
NP_015054.1	GO:0000741
NP_015054.1	GO:0003674
NP_015053.2	GO:0016021
NP_015053.2	GO:0005524
NP_015053.2	GO:0005739
NP_015053.2	GO:0015421
NP_015053.2	GO:0015833
NP_015053.2	GO:0000166
NP_015053.2	GO:0042626
NP_015053.2	GO:0070301
NP_015053.2	GO:0005743
NP_015053.2	GO:1904680
NP_015053.2	GO:0016887
NP_015053.2	GO:0016020
NP_015053.2	GO:0005774
NP_015053.2	GO:0055085
NP_015053.2	GO:0090374
NP_015052.1	GO:0006754
NP_015052.1	GO:0016787
NP_015052.1	GO:0046933
NP_015052.1	GO:0000275
NP_015052.1	GO:0045261
NP_015052.1	GO:0016887
NP_015052.1	GO:0015986
NP_015052.1	GO:0005756
NP_015052.1	GO:0099132
NP_015052.1	GO:0005739
NP_015052.1	GO:0016020
NP_015052.1	GO:0005743
NP_015052.1	GO:0006811
NP_015051.1	GO:0003674
NP_015051.1	GO:0005575
NP_015051.1	GO:0008150
NP_015051.1	GO:0042493
NP_015051.1	GO:0008080
NP_015050.1	GO:0009086
NP_015050.1	GO:0032259
NP_015050.1	GO:0005737
NP_015050.1	GO:0050667
NP_015050.1	GO:0005634
NP_015050.1	GO:0016740
NP_015050.1	GO:0008168
NP_015050.1	GO:0046872
NP_015050.1	GO:0008898
NP_015050.1	GO:0008652
NP_015050.1	GO:0019284
NP_015050.1	GO:0046498
NP_015049.1	GO:0005886
NP_015049.1	GO:0055085
NP_015049.1	GO:0006865
NP_015049.1	GO:0016021
NP_015049.1	GO:1903711
NP_015049.1	GO:0015606
NP_015049.1	GO:0000095
NP_015049.1	GO:1901962
NP_015049.1	GO:0022857
NP_015049.1	GO:0015489
NP_015049.1	GO:0015847
NP_015049.1	GO:0016020
NP_015049.1	GO:0015848
NP_015049.1	GO:0015805
NP_015049.1	GO:0005783
NP_015046.1	GO:0003674
NP_015046.1	GO:0008150
NP_015046.1	GO:0016020
NP_015045.1	GO:0003674
NP_015045.1	GO:0008150
NP_015045.1	GO:0005575
NP_015044.1	GO:0005887
NP_015044.1	GO:0016020
NP_015044.1	GO:0016021
NP_015044.1	GO:1903425
NP_015044.1	GO:0005886
NP_015044.1	GO:1903424
NP_015044.1	GO:0071944
NP_015043.1	GO:0010494
NP_015043.1	GO:0006508
NP_015043.1	GO:0019172
NP_015043.1	GO:0008234
NP_015043.1	GO:0051082
NP_015043.1	GO:0005737
NP_015043.1	GO:0000932
NP_015043.1	GO:0019249
NP_015043.1	GO:0016829
NP_015043.1	GO:0061727
NP_015043.1	GO:0031669
NP_015042.1	GO:0000015
NP_015042.1	GO:0046872
NP_015042.1	GO:0000287
NP_015042.1	GO:0006096
NP_015042.1	GO:0016829
NP_015042.1	GO:0008150
NP_015042.1	GO:0005575
NP_015042.1	GO:0004634
NP_015041.1	GO:0005199
NP_015041.1	GO:0000324
NP_015041.1	GO:0031505
NP_015041.1	GO:0008150
NP_015041.1	GO:0003674
NP_015041.1	GO:0009277
NP_015040.1	GO:0004386
NP_015040.1	GO:0032508
NP_015040.1	GO:0005524
NP_015040.1	GO:0003678
NP_015040.1	GO:0005739
NP_015040.1	GO:0000722
NP_015040.1	GO:0003676
NP_015040.1	GO:0000166
NP_015040.1	GO:0016787
NP_015325.1	GO:0006099
NP_015325.1	GO:0005759
NP_015325.1	GO:0050440
NP_015325.1	GO:0019679
NP_015325.1	GO:0005975
NP_015325.1	GO:0019629
NP_015325.1	GO:0016740
NP_015325.1	GO:0046912
NP_015325.1	GO:0004108
NP_015325.1	GO:0005739
NP_015326.1	GO:0016829
NP_015326.1	GO:0019629
NP_015326.1	GO:0005737
NP_015326.1	GO:0019679
NP_015326.1	GO:0051537
NP_015326.1	GO:0003674
NP_015326.1	GO:0047547
NP_015326.1	GO:0005741
NP_015326.1	GO:0005739
NP_015326.1	GO:0019541
NP_015328.1	GO:0015301
NP_015328.1	GO:0005789
NP_015328.1	GO:0016021
NP_015328.1	GO:1902358
NP_015328.1	GO:0008272
NP_015328.1	GO:0015116
NP_015328.1	GO:0055085
NP_015328.1	GO:0016020
NP_015328.1	GO:0005887
NP_015328.1	GO:0008271
NP_015328.1	GO:0003674
NP_015328.1	GO:0008150
NP_015328.1	GO:0098656
NP_015328.1	GO:0005783
NP_015329.1	GO:0016491
NP_015329.1	GO:0008150
NP_015329.1	GO:0003674
NP_015329.1	GO:0033539
NP_015329.1	GO:0055114
NP_015329.1	GO:0022900
NP_015329.1	GO:0050660
NP_015329.1	GO:0005759
NP_015329.1	GO:0005739
NP_015329.1	GO:0009055
NP_015330.1	GO:0003674
NP_015330.1	GO:0045944
NP_015330.1	GO:0009651
NP_015330.1	GO:0005737
NP_015331.1	GO:0019629
NP_015331.1	GO:0005759
NP_015331.1	GO:0046421
NP_015331.1	GO:0005739
NP_015331.1	GO:0016829
NP_015331.1	GO:0004451
NP_015331.1	GO:0019752
NP_015331.1	GO:0003824
NP_015332.1	GO:0000775
NP_015332.1	GO:0008278
NP_015332.1	GO:0005694
NP_015332.1	GO:0007131
NP_015332.1	GO:0003682
NP_015332.1	GO:0005634
NP_015332.1	GO:0006302
NP_015332.1	GO:0051177
NP_015332.1	GO:0000780
NP_015332.1	GO:0007059
NP_015332.1	GO:0007062
NP_015332.1	GO:0051321
NP_015332.1	GO:0007130
NP_015332.1	GO:0071459
NP_015333.1	GO:0061402
NP_015333.1	GO:0045944
NP_015333.1	GO:0006879
NP_015333.1	GO:0000978
NP_015333.1	GO:0003700
NP_015333.1	GO:0005634
NP_015333.1	GO:0000981
NP_015333.1	GO:0005507
NP_015333.1	GO:0046872
NP_015333.1	GO:0005737
NP_015333.1	GO:0006355
NP_015333.1	GO:0003677
NP_015333.1	GO:0036003
NP_015333.1	GO:0006878
NP_015334.1	GO:1902352
NP_015334.1	GO:0035969
NP_015334.1	GO:0005634
NP_015334.1	GO:0001103
NP_015334.1	GO:1902353
NP_015334.1	GO:0043565
NP_015335.1	GO:0003899
NP_015335.1	GO:0032549
NP_015335.1	GO:0005634
NP_015335.1	GO:0042790
NP_015335.1	GO:0005736
NP_015335.1	GO:0042254
NP_015335.1	GO:0016779
NP_015335.1	GO:0005730
NP_015335.1	GO:0006360
NP_015335.1	GO:0001054
NP_015335.1	GO:0003677
NP_015335.1	GO:0046872
NP_015335.1	GO:0016740
NP_015335.1	GO:0006351
NP_001091638.1	GO:0005829
NP_001091638.1	GO:0016021
NP_001091638.1	GO:0016020
NP_001091638.1	GO:0003674
NP_001091638.1	GO:0008150
NP_015336.1	GO:0016021
NP_015336.1	GO:1902557
NP_015336.1	GO:1902558
NP_015336.1	GO:0005743
NP_015336.1	GO:0046964
NP_015336.1	GO:0022857
NP_015336.1	GO:0055085
NP_015336.1	GO:0005739
NP_015336.1	GO:1902559
NP_015336.1	GO:0016020
NP_015338.1	GO:0008150
NP_015338.1	GO:0005575
NP_015338.1	GO:0046872
NP_015338.1	GO:0003677
NP_015338.1	GO:0043565
NP_015338.1	GO:0003676
NP_001335824.1	GO:0003674
NP_001335824.1	GO:0005575
NP_001335824.1	GO:0008150
NP_015340.1	GO:0003676
NP_015340.1	GO:0008150
NP_015340.1	GO:0046872
NP_015340.1	GO:0005575
NP_015341.1	GO:0005634
NP_015341.1	GO:0005737
NP_015341.1	GO:0042254
NP_015341.1	GO:0006413
NP_015341.1	GO:0042256
NP_015341.1	GO:0006412
NP_015341.1	GO:0043023
NP_015341.1	GO:0043022
NP_015341.1	GO:0000054
NP_015341.1	GO:0030687
NP_015341.1	GO:1902626
NP_015341.1	GO:0006364
NP_015341.1	GO:0003743
NP_015341.1	GO:0000463
NP_015341.1	GO:0042273
NP_015341.1	GO:0005829
NP_015341.1	GO:0005730
NP_015341.1	GO:0000466
NP_015342.1	GO:0016020
NP_015342.1	GO:0005829
NP_015342.1	GO:0005085
NP_015342.1	GO:0015031
NP_015342.1	GO:0008270
NP_015342.1	GO:0046872
NP_015342.1	GO:0007264
NP_015342.1	GO:0006892
NP_015343.1	GO:0033186
NP_015343.1	GO:0000775
NP_015343.1	GO:0006335
NP_015343.1	GO:0000785
NP_015343.1	GO:0042393
NP_015343.1	GO:0006334
NP_015343.1	GO:0005634
NP_015344.1	GO:0097373
NP_015344.1	GO:0006271
NP_015344.1	GO:0033260
NP_015344.1	GO:0017116
NP_015344.1	GO:0003678
NP_015344.1	GO:0031261
NP_015344.1	GO:0043596
NP_015344.1	GO:0003677
NP_015344.1	GO:0003688
NP_015344.1	GO:0006260
NP_015344.1	GO:0007049
NP_015344.1	GO:0005634
NP_015344.1	GO:0043140
NP_015344.1	GO:0005524
NP_015344.1	GO:0004386
NP_015344.1	GO:0005737
NP_015344.1	GO:0006268
NP_015344.1	GO:0000727
NP_015344.1	GO:0031298
NP_015344.1	GO:0005656
NP_015344.1	GO:0042555
NP_015344.1	GO:0003697
NP_015344.1	GO:0043142
NP_015344.1	GO:0016787
NP_015344.1	GO:0071162
NP_015344.1	GO:0006267
NP_015344.1	GO:1990163
NP_015344.1	GO:0000166
NP_015344.1	GO:0004003
NP_015344.1	GO:0006270
NP_015345.1	GO:0005739
NP_015345.1	GO:0045263
NP_015345.1	GO:0000276
NP_015345.1	GO:0051259
NP_015345.1	GO:0046933
NP_015345.1	GO:0006811
NP_015345.1	GO:0031966
NP_015345.1	GO:0006754
NP_015345.1	GO:0099132
NP_015345.1	GO:0015986
NP_015345.1	GO:0015078
NP_015345.1	GO:0016020
NP_015345.1	GO:0042407
NP_015346.1	GO:0005739
NP_015346.1	GO:0043490
NP_015346.1	GO:0015292
NP_015346.1	GO:0005743
NP_015346.1	GO:0022857
NP_015346.1	GO:0006865
NP_015346.1	GO:0015813
NP_015346.1	GO:1990816
NP_015346.1	GO:0015183
NP_015346.1	GO:0055085
NP_015346.1	GO:0016021
NP_015346.1	GO:0016020
NP_015346.1	GO:0015297
NP_015346.1	GO:0070778
NP_015346.1	GO:0044271
NP_015346.1	GO:0005313
NP_015346.1	GO:0015810
NP_015347.1	GO:0008270
NP_015347.1	GO:0005634
NP_015347.1	GO:0046872
NP_015347.1	GO:0008150
NP_015347.1	GO:0006351
NP_015347.1	GO:0003677
NP_015347.1	GO:0005737
NP_015347.1	GO:0043565
NP_015347.1	GO:0003676
NP_015348.1	GO:0032221
NP_015348.1	GO:0060195
NP_015348.1	GO:0043968
NP_015348.1	GO:0006974
NP_015348.1	GO:0000123
NP_015348.1	GO:0016575
NP_015348.1	GO:0005634
NP_015348.1	GO:0045892
NP_015348.1	GO:0006281
NP_015348.1	GO:0030174
NP_015348.1	GO:0006342
NP_015348.1	GO:0035267
NP_015348.1	GO:0006325
NP_015348.1	GO:0006368
NP_015348.1	GO:0006355
NP_015348.1	GO:0006357
NP_015348.1	GO:0016573
NP_015348.1	GO:0043967
NP_015349.1	GO:0031942
NP_015349.1	GO:0004176
NP_015349.1	GO:0008233
NP_015349.1	GO:0051604
NP_015349.1	GO:0004222
NP_015349.1	GO:0045041
NP_015349.1	GO:0007005
NP_015349.1	GO:0030150
NP_015349.1	GO:0005524
NP_015349.1	GO:0016787
NP_015349.1	GO:0016020
NP_015349.1	GO:0005743
NP_015349.1	GO:0046872
NP_015349.1	GO:0000166
NP_015349.1	GO:0006457
NP_015349.1	GO:0005739
NP_015349.1	GO:0008237
NP_015349.1	GO:0006515
NP_015349.1	GO:0006508
NP_015350.1	GO:0070816
NP_015350.1	GO:0005634
NP_015350.1	GO:0006357
NP_015350.1	GO:0016538
NP_015350.1	GO:0070985
NP_015350.1	GO:0006351
NP_015350.1	GO:0006366
NP_015350.1	GO:1905866
NP_015350.1	GO:0000079
NP_015350.1	GO:0008353
NP_015350.1	GO:0005675
NP_015350.1	GO:0042594
NP_015350.1	GO:0005739
NP_015351.1	GO:0003824
NP_015351.1	GO:0030246
NP_015351.1	GO:0005773
NP_015351.1	GO:0008152
NP_015351.1	GO:0071361
NP_015351.1	GO:0016798
NP_015351.1	GO:0004555
NP_015351.1	GO:0071465
NP_015351.1	GO:0005993
NP_015351.1	GO:0005975
NP_015351.1	GO:0009277
NP_015351.1	GO:0071497
NP_015351.1	GO:0016787
NP_015351.1	GO:0030287
NP_015351.1	GO:0005618
NP_015351.1	GO:0000324
NP_015352.1	GO:0016020
NP_015352.1	GO:0016021
NP_015352.1	GO:0005783
NP_015352.1	GO:0008150
NP_015352.1	GO:0003674
NP_015353.1	GO:0005789
NP_015353.1	GO:0016020
NP_015353.1	GO:0005794
NP_015353.1	GO:0005783
NP_015353.1	GO:0016021
NP_015353.1	GO:0034976
NP_015353.1	GO:0007029
NP_015353.1	GO:0005933
NP_015353.1	GO:0071944
NP_015353.1	GO:0071786
NP_015353.1	GO:0071782
NP_015353.1	GO:0005934
NP_015353.1	GO:0051292
NP_015353.1	GO:0016192
NP_015353.1	GO:0032581
NP_015353.1	GO:0048309
NP_015353.1	GO:0000139
NP_015353.1	GO:0005515
NP_015354.1	GO:0005794
NP_015354.1	GO:0030121
NP_015354.1	GO:0030117
NP_015354.1	GO:0015031
NP_015354.1	GO:0006886
NP_015354.1	GO:0016192
NP_015354.1	GO:0006896
NP_015354.1	GO:0005737
NP_015354.1	GO:0030276
NP_015354.1	GO:0030665
NP_015354.1	GO:0000139
NP_015354.1	GO:0016020
NP_015354.1	GO:0031410
NP_015355.1	GO:0031625
NP_015355.1	GO:0005634
NP_015355.1	GO:0006357
NP_015355.1	GO:0005829
NP_015355.1	GO:0005737
NP_015355.1	GO:0070086
NP_015355.1	GO:0031505
NP_015356.1	GO:0016573
NP_015356.1	GO:1990467
NP_015356.1	GO:0035064
NP_015356.1	GO:0005737
NP_015356.1	GO:0033100
NP_015356.1	GO:1990468
NP_015356.1	GO:0046872
NP_015356.1	GO:0005634
NP_015357.1	GO:0005886
NP_015357.1	GO:0017137
NP_015357.1	GO:0016020
NP_015357.1	GO:0030010
NP_015357.1	GO:0000149
NP_015357.1	GO:0006893
NP_015357.1	GO:0006887
NP_015357.1	GO:0005096
NP_015357.1	GO:0043332
NP_015357.1	GO:0005737
NP_015357.1	GO:0007264
NP_015357.1	GO:0005829
NP_015357.1	GO:0019905
NP_015357.1	GO:0043547
NP_015357.1	GO:0017157
NP_015358.1	GO:0004812
NP_015358.1	GO:0016874
NP_015358.1	GO:0005737
NP_015358.1	GO:0006427
NP_015358.1	GO:0000166
NP_015358.1	GO:0006412
NP_015358.1	GO:0003729
NP_015358.1	GO:0005829
NP_015358.1	GO:0005524
NP_015358.1	GO:0005739
NP_015358.1	GO:0004821
NP_015358.1	GO:0032543
NP_015359.1	GO:0042766
NP_015359.1	GO:0006325
NP_015359.1	GO:0005634
NP_015359.1	GO:0045944
NP_015359.1	GO:0006337
NP_015359.1	GO:0006368
NP_015359.1	GO:0043044
NP_015359.1	GO:0016514
NP_015359.1	GO:0016586
NP_015359.1	GO:0015616
NP_015360.2	GO:0006542
NP_015360.2	GO:0005634
NP_015360.2	GO:0016874
NP_015360.2	GO:0005524
NP_015360.2	GO:0003824
NP_015360.2	GO:0005737
NP_015360.2	GO:0000166
NP_015360.2	GO:0006807
NP_015360.2	GO:0004356
NP_015360.2	GO:0034399
NP_015361.1	GO:0007035
NP_015361.1	GO:0016020
NP_015361.1	GO:0046961
NP_015361.1	GO:0006811
NP_015361.1	GO:0015991
NP_015361.1	GO:0005774
NP_015361.1	GO:0000329
NP_015361.1	GO:0000221
NP_015361.1	GO:0005773
NP_690847.1	GO:0005628
NP_690847.1	GO:0030437
NP_690847.1	GO:0003674
NP_690847.1	GO:0016020
NP_690847.1	GO:0030435
NP_015362.1	GO:0016021
NP_015362.1	GO:0016971
NP_015362.1	GO:0050660
NP_015362.1	GO:0055114
NP_015362.1	GO:0016020
NP_015362.1	GO:0000324
NP_015362.1	GO:0005783
NP_015362.1	GO:0015035
NP_015362.1	GO:0000329
NP_015362.1	GO:0030176
NP_015362.1	GO:0005789
NP_015362.1	GO:0016491
NP_015362.1	GO:0016972
NP_015362.1	GO:0005739
NP_015365.1	GO:0009968
NP_015365.1	GO:0005829
NP_015365.1	GO:0031929
NP_015365.1	GO:0005634
NP_015365.1	GO:0007165
NP_015365.1	GO:0005737
NP_015365.1	GO:0003674
NP_015366.1	GO:0001732
NP_015366.1	GO:0003743
NP_015366.1	GO:0000166
NP_015366.1	GO:0033290
NP_015366.1	GO:0005092
NP_015366.1	GO:0043614
NP_015366.1	GO:0045947
NP_015366.1	GO:0005525
NP_015366.1	GO:0050790
NP_015366.1	GO:0031369
NP_015366.1	GO:0042256
NP_015366.1	GO:0006413
NP_015366.1	GO:0005515
NP_015366.1	GO:0005096
NP_015366.1	GO:0006446
NP_015366.1	GO:0043547
NP_015366.1	GO:0006412
NP_015367.1	GO:0003729
NP_015367.1	GO:0005737
NP_015367.1	GO:0000288
NP_015367.1	GO:0003676
NP_015367.1	GO:0003723
NP_015368.1	GO:0006412
NP_015368.1	GO:0046872
NP_015368.1	GO:0005840
NP_015368.1	GO:0005737
NP_015368.1	GO:0022625
NP_015368.1	GO:0003735
NP_015368.1	GO:0002181
NP_015370.1	GO:0003674
NP_015370.1	GO:0000398
NP_015370.1	GO:0005634
NP_015370.1	GO:0035327
NP_015371.1	GO:0000776
NP_015371.1	GO:0005634
NP_015371.1	GO:0007049
NP_015371.1	GO:0034087
NP_015371.1	GO:0000775
NP_015371.1	GO:0003674
NP_015371.1	GO:0005694
NP_015371.1	GO:0000777
NP_015371.1	GO:0051321
NP_015371.1	GO:0051301
NP_015371.1	GO:0000778
NP_015372.2	GO:0070156
NP_015372.2	GO:0016874
NP_015372.2	GO:0000166
NP_015372.2	GO:0000049
NP_015372.2	GO:0043039
NP_015372.2	GO:0005739
NP_015372.2	GO:0004812
NP_015372.2	GO:0005524
NP_015372.2	GO:0005759
NP_015372.2	GO:0006432
NP_015372.2	GO:0006412
NP_015372.2	GO:0005737
NP_015372.2	GO:0004826
NP_015373.1	GO:0050660
NP_015373.1	GO:0005737
NP_015373.1	GO:0010181
NP_015373.1	GO:0016226
NP_015373.1	GO:0045429
NP_015373.1	GO:0005829
NP_015373.1	GO:1901300
NP_015373.1	GO:0003958
NP_015373.1	GO:0005739
NP_015373.1	GO:0005515
NP_015373.1	GO:0050661
NP_015373.1	GO:0006809
NP_015373.1	GO:0055114
NP_015373.1	GO:0016651
NP_015373.1	GO:0016491
NP_015374.1	GO:1990316
NP_015374.1	GO:0032947
NP_015374.1	GO:0030242
NP_015374.1	GO:2000786
NP_015374.1	GO:0061709
NP_015374.1	GO:0000422
NP_015374.1	GO:0032258
NP_015374.1	GO:0061723
NP_015374.1	GO:0016020
NP_015374.1	GO:0034497
NP_015374.1	GO:0000045
NP_015374.1	GO:0034727
NP_015374.1	GO:0034045
NP_015374.1	GO:0000149
NP_015374.1	GO:0019898
NP_015374.1	GO:0000407
NP_015374.1	GO:0005774
NP_015374.1	GO:0006914
NP_015374.1	GO:0001934
NP_015374.1	GO:0005773
NP_015374.1	GO:0015031
NP_015374.1	GO:0019901
NP_015374.1	GO:0034629
NP_015376.1	GO:0032880
NP_015376.1	GO:0004596
NP_015376.1	GO:0031417
NP_015376.1	GO:0017196
NP_015376.1	GO:0005737
NP_015376.1	GO:0016746
NP_015376.1	GO:0005634
NP_015376.1	GO:0006474
NP_015376.1	GO:0016740
NP_015377.1	GO:0005694
NP_015377.1	GO:0031491
NP_015377.1	GO:0006298
NP_015377.1	GO:0006281
NP_015377.1	GO:0001195
NP_015377.1	GO:0034724
NP_015377.1	GO:0043392
NP_015377.1	GO:0051123
NP_015377.1	GO:0000790
NP_015377.1	GO:0005634
NP_015377.1	GO:0008301
NP_015377.1	GO:0006974
NP_015377.1	GO:0008134
NP_015377.1	GO:0003677
NP_015377.1	GO:0070898
NP_015377.1	GO:0032407
NP_015377.1	GO:0006357
NP_015377.1	GO:0006338
NP_001335825.1	GO:0005575
NP_001335825.1	GO:0008150
NP_001335825.1	GO:0003674
NP_015379.1	GO:0006468
NP_015379.1	GO:0004674
NP_015379.1	GO:0035556
NP_015379.1	GO:0030476
NP_015379.1	GO:0016740
NP_015379.1	GO:0004672
NP_015379.1	GO:0000166
NP_015379.1	GO:0005739
NP_015379.1	GO:0016310
NP_015379.1	GO:0000165
NP_015379.1	GO:0042174
NP_015379.1	GO:0071310
NP_015379.1	GO:0005737
NP_015379.1	GO:0010468
NP_015379.1	GO:0071470
NP_015379.1	GO:0005524
NP_015379.1	GO:0004707
NP_015379.1	GO:0005634
NP_015379.1	GO:0071555
NP_015379.1	GO:0016301
NP_015379.1	GO:0046777
NP_015379.1	GO:0030435
NP_015379.1	GO:0008360
NP_015380.1	GO:0016020
NP_015380.1	GO:0048313
NP_015380.1	GO:0000145
NP_015380.1	GO:0005935
NP_015380.1	GO:0005628
NP_015380.1	GO:0015031
NP_015380.1	GO:0005737
NP_015380.1	GO:0000131
NP_015380.1	GO:0043332
NP_015380.1	GO:0005934
NP_015380.1	GO:0006887
NP_015380.1	GO:0006612
NP_015380.1	GO:0048309
NP_015380.1	GO:0090522
NP_015380.1	GO:0006904
NP_015380.1	GO:0005886
NP_015380.1	GO:0003674
NP_015380.1	GO:0006893
NP_015381.1	GO:0006366
NP_015381.1	GO:0006974
NP_015381.1	GO:0006281
NP_015381.1	GO:0006289
NP_015381.1	GO:0005634
NP_015381.1	GO:0008094
NP_015381.1	GO:0008353
NP_015381.1	GO:0005675
NP_015381.1	GO:0000439
NP_015381.1	GO:0006355
NP_015381.1	GO:0016251
NP_015381.1	GO:0070816
NP_015381.1	GO:0046872
NP_015381.1	GO:0000112
NP_015382.1	GO:0008380
NP_015382.1	GO:0030532
NP_015382.1	GO:0005681
NP_015382.1	GO:0000245
NP_015382.1	GO:0005634
NP_015382.1	GO:0006397
NP_015383.1	GO:0005739
NP_015383.1	GO:1904983
NP_015383.1	GO:0000324
NP_015383.1	GO:0016020
NP_015383.1	GO:0015187
NP_015383.1	GO:0022857
NP_015383.1	GO:0016021
NP_015383.1	GO:0005342
NP_015383.1	GO:0006783
NP_015383.1	GO:0006839
NP_015383.1	GO:0005743
NP_015385.1	GO:0046417
NP_015385.1	GO:0008152
NP_015385.1	GO:0009094
NP_015385.1	GO:0005737
NP_015385.1	GO:0009073
NP_015385.1	GO:0016853
NP_015385.1	GO:0003824
NP_015385.1	GO:0005634
NP_015385.1	GO:0004106
NP_015385.1	GO:0008652
NP_015385.1	GO:0006571
NP_015386.1	GO:0016021
NP_015386.1	GO:0008150
NP_015386.1	GO:0005739
NP_015386.1	GO:0031966
NP_015386.1	GO:0003674
NP_015386.1	GO:0016020
NP_015387.1	GO:0004131
NP_015387.1	GO:0005634
NP_015387.1	GO:0005737
NP_015387.1	GO:0019858
NP_015387.1	GO:0008655
NP_015387.1	GO:0016787
NP_015387.1	GO:0046872
NP_015387.1	GO:0008270
NP_015387.1	GO:0102480
NP_015387.1	GO:0044206
NP_015387.1	GO:0003824
NP_015387.1	GO:0046087
NP_015388.1	GO:0016020
NP_015388.1	GO:0003674
NP_015388.1	GO:0005789
NP_015388.1	GO:0005783
NP_015388.1	GO:0008150
NP_015388.1	GO:0016021
NP_001335826.1	GO:0005575
NP_001335826.1	GO:0016021
NP_001335826.1	GO:0008150
NP_001335826.1	GO:0016020
NP_001335826.1	GO:0003674
NP_015390.1	GO:0003677
NP_015390.1	GO:0005634
NP_015390.1	GO:0001135
NP_015390.1	GO:0071470
NP_015390.1	GO:0000987
NP_015390.1	GO:0001227
NP_015390.1	GO:0008301
NP_015390.1	GO:0000790
NP_015390.1	GO:0000122
NP_015390.1	GO:0051123
NP_015390.1	GO:0043565
NP_015390.1	GO:0097201
NP_015391.1	GO:0045116
NP_015391.1	GO:0008641
NP_015391.1	GO:0016874
NP_015391.1	GO:0005524
NP_015391.1	GO:0019781
NP_015391.1	GO:0005634
NP_015391.1	GO:0000166
NP_015391.1	GO:0032446
NP_015391.1	GO:0005737
NP_015392.1	GO:0097428
NP_015392.1	GO:0046872
NP_015392.1	GO:0051604
NP_015392.1	GO:0005739
NP_015392.1	GO:0051539
NP_015392.1	GO:0016226
NP_015392.1	GO:0051537
NP_015392.1	GO:0005758
NP_015392.1	GO:0005506
NP_015392.1	GO:0106035
NP_015392.1	GO:0009102
NP_015392.1	GO:0005759
NP_015393.1	GO:0016787
NP_015393.1	GO:0032041
NP_015393.1	GO:0034983
NP_015393.1	GO:0000118
NP_015393.1	GO:0005634
NP_015393.1	GO:0070932
NP_015393.1	GO:0045944
NP_015393.1	GO:0006325
NP_015393.1	GO:0061587
NP_015393.1	GO:0033558
NP_015393.1	GO:0004407
NP_015393.1	GO:0070933
NP_015394.1	GO:0008295
NP_015394.1	GO:0005737
NP_015394.1	GO:0005634
NP_015394.1	GO:0004766
NP_015394.1	GO:0015940
NP_015394.1	GO:0006595
NP_015394.1	GO:0016740
NP_015394.1	GO:0003824
NP_015394.1	GO:0006596
NP_015395.1	GO:0005634
NP_015395.1	GO:0003674
NP_015395.1	GO:0070847
NP_015395.1	GO:0045944
NP_015395.1	GO:0003712
NP_015395.1	GO:0006357
NP_015395.1	GO:0000122
NP_015395.1	GO:0016592
NP_015396.1	GO:0005789
NP_015396.1	GO:0003674
NP_015396.1	GO:0016020
NP_015396.1	GO:0016021
NP_015396.1	GO:0008150
NP_015396.1	GO:0071944
NP_015396.1	GO:0005783
NP_015397.1	GO:0032968
NP_015397.1	GO:0031087
NP_015397.1	GO:0005634
NP_015397.1	GO:0006355
NP_015397.1	GO:0005515
NP_015397.1	GO:0005737
NP_015397.1	GO:0000932
NP_015397.1	GO:0004842
NP_015397.1	GO:0000290
NP_015397.1	GO:0006368
NP_015397.1	GO:0017148
NP_015397.1	GO:0000289
NP_015397.1	GO:0030015
NP_015397.1	GO:0016567
NP_015398.1	GO:0006470
NP_015398.1	GO:0035335
NP_015398.1	GO:0005634
NP_015398.1	GO:0004725
NP_015398.1	GO:0005737
NP_015398.1	GO:0016787
NP_015398.1	GO:0004721
NP_015398.1	GO:0003993
NP_015399.1	GO:0004802
NP_015399.1	GO:0003824
NP_015399.1	GO:0006098
NP_015399.1	GO:0005634
NP_015399.1	GO:0016740
NP_015399.1	GO:0005829
NP_015399.1	GO:0046872
NP_015399.1	GO:0005737
NP_015400.1	GO:1900436
NP_015400.1	GO:0000329
NP_015400.1	GO:0005737
NP_015400.1	GO:0005886
NP_015400.1	GO:0003674
NP_015400.1	GO:0016020
NP_015400.1	GO:0005774
NP_015400.1	GO:0007231
NP_015400.1	GO:0005783
NP_015400.1	GO:0072659
NP_015400.1	GO:0005773
NP_015400.1	GO:0016021
NP_015400.1	GO:0000324
NP_015400.1	GO:0005887
NP_015400.1	GO:0000751
NP_015403.1	GO:0003674
NP_015403.1	GO:0008150
NP_015403.1	GO:0005575
NP_015404.1	GO:0005048
NP_015404.1	GO:0007034
NP_015404.1	GO:0005737
NP_015404.1	GO:0016021
NP_015404.1	GO:0005768
NP_015404.1	GO:0010008
NP_015404.1	GO:0005770
NP_015404.1	GO:0005794
NP_015404.1	GO:0016020
NP_015404.1	GO:0015031
NP_015405.1	GO:0005515
NP_015405.1	GO:0005829
NP_015405.1	GO:0005856
NP_015405.1	GO:0003746
NP_015405.1	GO:0019003
NP_015405.1	GO:0003924
NP_015405.1	GO:0005853
NP_015405.1	GO:0017048
NP_015405.1	GO:0000166
NP_015405.1	GO:0006412
NP_015405.1	GO:0051015
NP_015405.1	GO:0003779
NP_015405.1	GO:0005525
NP_015405.1	GO:0051017
NP_015405.1	GO:0006414
NP_015405.1	GO:0005840
NP_015405.1	GO:0006409
NP_015405.1	GO:0000329
NP_015405.1	GO:0005737
NP_015405.1	GO:0005739
NP_015406.1	GO:0070150
NP_015406.1	GO:0006418
NP_015406.1	GO:0006426
NP_015406.1	GO:0000166
NP_015406.1	GO:0004820
